Country	Year	Organization	Publisher	Material	Resource.type	CostUSD	CostEUR	CostNAT	Cost
UK	2014	University of Birmingham	Wiley / Blackwell	NA	NA	419042.442015895	378829.034067839	377833.389225609	378829.034067839
UK	2014	Birmingham City University	Wiley / Blackwell	NA	NA	2779.74006054272	2512.98230563274	2506.37764324889	2512.98230563274
UK	2014	Bishop Grosseteste University	Wiley / Blackwell	NA	NA	9813.21408414953	8871.48899456412	8848.17279790018	8871.48899456412
UK	2014	University of Bolton	Wiley / Blackwell	NA	NA	34677.1549780323	31349.3618005655	31266.9688803377	31349.3618005655
UK	2014	Bournemouth University	Wiley / Blackwell	NA	NA	116234.199348126	105079.784407683	104803.611950032	105079.784407683
UK	2014	University of Bradford	Wiley / Blackwell	NA	NA	NA	NA	NA	NA
UK	2014	University of Brighton	Wiley / Blackwell	NA	NA	115792.685726013	104680.640640316	104405.517219031	104680.640640316
UK	2014	University of Bristol	Wiley / Blackwell	NA	NA	646771.171725846	584703.776231175	583167.047927154	584703.776231175
UK	2014	Brunel University	Wiley / Blackwell	NA	NA	160626.125724717	145211.639569544	144829.991894823	145211.639569544
UK	2014	Buckinghamshire New University	Wiley / Blackwell	NA	NA	46919.2610655195	42416.654177367	42305.1740130753	42416.654177367
UK	2014	University of Cambridge	Wiley / Blackwell	NA	NA	641977.008886981	580369.685229141	578844.347856026	580369.685229141
UK	2014	Canterbury Christ Church University	Wiley / Blackwell	NA	NA	100547.287864181	90898.2673842951	90659.3670283298	90898.2673842951
UK	2014	Cardiff University	Wiley / Blackwell	NA	NA	618844.125438476	559456.748940772	557986.375298731	559456.748940772
UK	2014	Cardiff Metropolitan University	Wiley / Blackwell	NA	NA	47701.8608381468	43124.151762814	43010.8121414626	43124.151762814
UK	2014	University of Central Lancashire	Wiley / Blackwell	NA	NA	159329.952446147	144039.853559653	143661.285592641	144039.853559653
UK	2014	Central School of Speech and Drama	Wiley / Blackwell	NA	NA	NA	NA	NA	NA
UK	2014	University of Chester	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	University of Chichester	Wiley / Blackwell	NA	NA	5721.0444024984	5172.02437641264	5158.43117491231	5172.02437641264
UK	2014	City University London	Wiley / Blackwell	NA	NA	140761.833780248	127253.624401526	126919.174284464	127253.624401526
UK	2014	Courtauld Institute of Art	Wiley / Blackwell	NA	NA	2406.28974635245	2175.37015084374	2169.6528064064	2175.37015084374
UK	2014	Coventry University	Wiley / Blackwell	NA	NA	10730.1042080164	9700.38975769408	9674.89503009584	9700.38975769408
UK	2014	Cranfield University	Wiley / Blackwell	NA	NA	162382.823364847	146799.755720639	146413.934132324	146799.755720639
UK	2014	University of Cumbria	Wiley / Blackwell	NA	NA	19075.8998371665	17245.2811092928	17199.9567712797	17245.2811092928
UK	2014	De Montfort University	Wiley / Blackwell	NA	NA	67969.8609569639	61447.1332502289	61285.6368605951	61447.1332502289
UK	2014	University of Derby	Wiley / Blackwell	NA	NA	92739.8013053681	83840.0262730985	83619.6765051969	83840.0262730985
UK	2014	University of Dundee	Wiley / Blackwell	NA	NA	305582.460432548	276257.239617139	275531.175691151	276257.239617139
UK	2014	Durham University	Wiley / Blackwell	NA	NA	381380.006858988	344780.874500766	343874.715604469	344780.874500766
UK	2014	University of East Anglia	Wiley / Blackwell	NA	NA	283650.223997278	256429.730251379	255755.777319162	256429.730251379
UK	2014	University of East London	Wiley / Blackwell	NA	NA	69019.8262569636	62396.3386302141	62232.3475230276	62396.3386302141
UK	2014	Edge Hill University	Wiley / Blackwell	NA	NA	NA	NA	NA	NA
UK	2014	University of Edinburgh	Wiley / Blackwell	NA	NA	674553.153109363	609819.659771223	608216.921479435	609819.659771223
UK	2014	Edinburgh Napier University	Wiley / Blackwell	NA	NA	122816.978426591	111030.847091883	110739.033951142	111030.847091883
UK	2014	University of Essex	Wiley / Blackwell	NA	NA	171489.534641942	155032.541450028	154625.082315719	155032.541450028
UK	2014	University of Exeter	Wiley / Blackwell	NA	NA	304020.60936981	274845.271591636	274122.918623774	274845.271591636
UK	2014	Falmouth University	Wiley / Blackwell	NA	NA	7122.27632001771	6438.78707296721	6421.86454443085	6438.78707296721
UK	2014	University of Glasgow	Wiley / Blackwell	NA	NA	519954.363423769	470056.942937807	468821.531370312	470056.942937807
UK	2014	Glasgow Caledonian University	Wiley / Blackwell	NA	NA	139520.572914557	126131.481134812	125799.980253567	126131.481134812
UK	2014	University of Gloucestershire	Wiley / Blackwell	NA	NA	472.932649594807	427.547667876441	426.423979901004	427.547667876441
UK	2014	Glyndŵr University	Wiley / Blackwell	NA	NA	34386.7551314144	31086.8301752283	31005.127245036	31086.8301752283
UK	2014	Goldsmiths, University of London	Wiley / Blackwell	NA	NA	46726.9933597431	42242.8374419754	42131.8141057526	42242.8374419754
UK	2014	University of Greenwich	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	Harper Adams University	Wiley / Blackwell	NA	NA	46813.6353448532	42321.1648289844	42209.935631405	42321.1648289844
UK	2014	Heriot-Watt University	Wiley / Blackwell	NA	NA	71702.2037875658	64821.301801092	64650.9373648928	64821.301801092
UK	2014	University of Hertfordshire	Wiley / Blackwell	NA	NA	177469.910914163	160439.010913285	160017.342404953	160439.010913285
UK	2014	Heythrop College	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	University of Huddersfield	Wiley / Blackwell	NA	NA	NA	NA	NA	NA
UK	2014	University of Hull	Wiley / Blackwell	NA	NA	206911.119392304	187054.893819822	186563.273000146	187054.893819822
UK	2014	Imperial College London	Wiley / Blackwell	NA	NA	730183.585954736	660111.51812859	658376.601928361	660111.51812859
UK	2014	Institute of Cancer Research	Wiley / Blackwell	NA	NA	53911.0815868567	48737.504642374	48609.4119125236	48737.504642374
UK	2014	Institute of Education, University of London	Wiley / Blackwell	NA	NA	43380.4011158008	39217.400922723	39114.3290896718	39217.400922723
UK	2014	Keele University	Wiley / Blackwell	NA	NA	153383.452555513	138664.009531023	138299.570447752	138664.009531023
UK	2014	University of Kent	Wiley / Blackwell	NA	NA	130.968872614544	118.400444754089	118.089262712757	118.400444754089
UK	2014	King's College London	Wiley / Blackwell	NA	NA	643709.281507465	581935.720307601	580406.26705474	581935.720307601
UK	2014	Kingston University	Wiley / Blackwell	NA	NA	144606.701825733	130729.519685027	130385.934161489	130729.519685027
UK	2014	Lancaster University	Wiley / Blackwell	NA	NA	222052.997836988	200743.681899562	200216.083976701	200743.681899562
UK	2014	University of Leeds	Wiley / Blackwell	NA	NA	620692.541795273	561127.782021889	559653.016542584	561127.782021889
UK	2014	Leeds College of Art	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	Leeds Beckett University (formerly Leeds Metropolitan University)	Wiley / Blackwell	NA	NA	119928.520699833	108419.580210873	108134.630045691	108419.580210873
UK	2014	Leeds Trinity University	Wiley / Blackwell	NA	NA	10433.1154119309	9431.90149142491	9407.11240920617	9431.90149142491
UK	2014	University of Leicester	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	University of Lincoln	Wiley / Blackwell	NA	NA	111110.210981402	100447.519584572	100183.52172328	100447.519584572
UK	2014	University of Liverpool	Wiley / Blackwell	NA	NA	463068.951735945	418630.539782605	417530.287953281	418630.539782605
UK	2014	Liverpool Hope University	Wiley / Blackwell	NA	NA	22834.1258975418	20642.8490057842	20588.5951226517	20642.8490057842
UK	2014	Liverpool Institute for Performing Arts	Wiley / Blackwell	NA	NA	NA	NA	NA	NA
UK	2014	Liverpool John Moores University	Wiley / Blackwell	NA	NA	169968.918521159	153657.851255276	153254.00510487	153657.851255276
UK	2014	University of London (central)	Wiley / Blackwell	NA	NA	44093.3038450841	39861.8899415906	39757.1242516547	39861.8899415906
UK	2014	London Business School	Wiley / Blackwell	NA	NA	15539.3892259875	14048.1517389156	14011.2301501146	14048.1517389156
UK	2014	London Metropolitan University	Wiley / Blackwell	NA	NA	154705.293032726	139858.99958684	139491.419810595	139858.99958684
UK	2014	London School of Economics	Wiley / Blackwell	NA	NA	175209.59070202	158395.602330301	157979.304342793	158395.602330301
UK	2014	London School of Hygiene and Tropical Medicine	Wiley / Blackwell	NA	NA	100565.758525804	90914.9655088748	90676.0212666175	90914.9655088748
UK	2014	London South Bank University	Wiley / Blackwell	NA	NA	NA	NA	NA	NA
UK	2014	Loughborough University	Wiley / Blackwell	NA	NA	205572.523000564	185844.755830815	185356.315516166	185844.755830815
UK	2014	University of Manchester	Wiley / Blackwell	NA	NA	738764.531468985	667868.993206564	666113.688679793	667868.993206564
UK	2014	Manchester Metropolitan University	Wiley / Blackwell	NA	NA	NA	NA	NA	NA
UK	2014	Middlesex University	Wiley / Blackwell	NA	NA	18999.9378910501	17176.6088513355	17131.4649989063	17176.6088513355
UK	2014	Newcastle University	Wiley / Blackwell	NA	NA	599012.629719943	541528.382708868	540105.128700654	541528.382708868
UK	2014	Newman University	Wiley / Blackwell	NA	NA	19893.7666917803	17984.6613712036	17937.3937815439	17984.6613712036
UK	2014	University of Northampton	Wiley / Blackwell	NA	NA	76956.8774860457	69571.7107380974	69388.8611971905	69571.7107380974
UK	2014	Northumbria University	Wiley / Blackwell	NA	NA	185884.728489375	168046.300519892	167604.638405002	168046.300519892
UK	2014	Norwich University of the Arts	Wiley / Blackwell	NA	NA	418.560314541325	378.393173956367	377.398674649017	378.393173956367
UK	2014	University of Nottingham	Wiley / Blackwell	NA	NA	576202.280748656	520907.028876611	519537.972257552	520907.028876611
UK	2014	Nottingham Trent University	Wiley / Blackwell	NA	NA	203757.942519517	184204.311565632	183720.182694205	184204.311565632
UK	2014	Open University	Wiley / Blackwell	NA	NA	62862.3584658549	56829.7722356792	56680.4112719643	56829.7722356792
UK	2014	University of Oxford	Wiley / Blackwell	NA	NA	616570.762346854	557401.549138238	555936.577006902	557401.549138238
UK	2014	Oxford Brookes University	Wiley / Blackwell	NA	NA	309368.297971738	279679.76925688	278944.710180899	279679.76925688
UK	2014	Plymouth University	Wiley / Blackwell	NA	NA	249939.362762174	225953.931814702	225360.075888779	225953.931814702
UK	2014	University of Portsmouth	Wiley / Blackwell	NA	NA	208324.219520033	188332.385793793	187837.407448213	188332.385793793
UK	2014	Queen Margaret University, Edinburgh	Wiley / Blackwell	NA	NA	NA	NA	NA	NA
UK	2014	Queen Mary, University of London	Wiley / Blackwell	NA	NA	311290.245924438	281417.277474299	280677.651849983	281417.277474299
UK	2014	Queen's University Belfast	Wiley / Blackwell	NA	NA	549562.455949902	496823.69486467	495517.934469333	496823.69486467
UK	2014	Ravensbourne	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	University of Reading	Wiley / Blackwell	NA	NA	286966.085812966	259427.385387924	258745.553968033	259427.385387924
UK	2014	Robert Gordon University	Wiley / Blackwell	NA	NA	127916.082707518	115640.615830491	115336.687217978	115640.615830491
UK	2014	University of Roehampton	Wiley / Blackwell	NA	NA	84890.4047073183	76743.8970195805	76542.1974179959	76743.8970195805
UK	2014	Rose Bruford College	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	Royal Academy of Music	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	Royal Agricultural University	Wiley / Blackwell	NA	NA	33360.8367965824	30159.3640933984	30080.0987451697	30159.3640933984
UK	2014	Royal College of Art	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	Royal College of Music	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	Royal Conservatoire of Scotland	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	Royal Holloway, University of London	Wiley / Blackwell	NA	NA	183223.022437533	165640.025089315	165204.687188004	165640.025089315
UK	2014	Royal Northern College of Music	Wiley / Blackwell	NA	NA	1292.39273379294	1168.3682650945	1165.29753995901	1168.3682650945
UK	2014	Royal Veterinary College	Wiley / Blackwell	NA	NA	65995.2959221424	59662.057348974	59505.252525863	59662.057348974
UK	2014	University of Salford	Wiley / Blackwell	NA	NA	201639.946316264	182289.568868024	181810.472355576	182289.568868024
UK	2014	School of Oriental and African Studies	Wiley / Blackwell	NA	NA	30509.6579417094	27581.7986173333	27509.3076700638	27581.7986173333
UK	2014	University of Sheffield	Wiley / Blackwell	NA	NA	361329.212539527	326654.254658171	325795.736449177	326654.254658171
UK	2014	Sheffield Hallam University	Wiley / Blackwell	NA	NA	5886.41623257911	5321.52629881966	5307.54017385105	5321.52629881966
UK	2014	University of South Wales	Wiley / Blackwell	NA	NA	130397.740314379	117884.12116511	117574.296134123	117884.12116511
UK	2014	University of Southampton	Wiley / Blackwell	NA	NA	499730.136612686	451773.534052649	450586.175248058	451773.534052649
UK	2014	Southampton Solent University	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	Staffordshire University	Wiley / Blackwell	NA	NA	14497.0390233233	13105.83067345	13071.3857087306	13105.83067345
UK	2014	Stranmillis University College	Wiley / Blackwell	NA	NA	NA	NA	NA	NA
UK	2014	University of St Andrews	Wiley / Blackwell	NA	NA	243735.772324792	220345.668933643	219766.5527386	220345.668933643
UK	2014	St George's University of London	Wiley / Blackwell	NA	NA	71704.7826591812	64823.6331912929	64653.2626276947	64823.6331912929
UK	2014	University of St Mark and St John	Wiley / Blackwell	NA	NA	17501.2219260795	15821.7171639433	15780.134260647	15821.7171639433
UK	2014	St Mary's University College	Wiley / Blackwell	NA	NA	28625.4749309375	25878.4312291901	25810.4171007542	25878.4312291901
UK	2014	University of Stirling	Wiley / Blackwell	NA	NA	162852.367026088	147224.23962443	146837.302400376	147224.23962443
UK	2014	University of Strathclyde	Wiley / Blackwell	NA	NA	323031.348817365	292031.645428106	291264.122943316	292031.645428106
UK	2014	University of Sunderland	Wiley / Blackwell	NA	NA	NA	NA	NA	NA
UK	2014	University of Surrey	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	University of Sussex	Wiley / Blackwell	NA	NA	200756.378994213	181490.793084033	181013.795927543	181490.793084033
UK	2014	Swansea University	Wiley / Blackwell	NA	NA	25109.5277829535	22699.8919492624	22640.2317112501	22699.8919492624
UK	2014	Teesside University	Wiley / Blackwell	NA	NA	83915.4427152953	75862.497255122	75663.1141632304	75862.497255122
UK	2014	Trinity Laban	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	UCL	Wiley / Blackwell	NA	NA	582798.507764969	526870.248967304	525485.519712854	526870.248967304
UK	2014	University College Birmingham	Wiley / Blackwell	NA	NA	35940.8290734695	32491.767411434	32406.3720015554	32491.767411434
UK	2014	University for the Creative Arts	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	University of the Arts London	Wiley / Blackwell	NA	NA	NA	NA	NA	NA
UK	2014	University of the Highlands and Islands	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	University of the West of England	Wiley / Blackwell	NA	NA	173828.098629012	157146.685144079	156733.669581737	157146.685144079
UK	2014	University of the West of Scotland	Wiley / Blackwell	NA	NA	44204.0197992531	39961.9810392178	39856.9522881747	39961.9810392178
UK	2014	University of Ulster	Wiley / Blackwell	NA	NA	306682.369429435	277251.595847139	276522.918537375	277251.595847139
UK	2014	University of Wales Trinity St David	Wiley / Blackwell	NA	NA	13312.9183915402	12035.3441780961	12003.7126839978	12035.3441780961
UK	2014	University of Warwick	Wiley / Blackwell	NA	NA	387427.528306829	350248.045552864	349327.517745607	350248.045552864
UK	2014	University of West London	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	University of Westminster	Wiley / Blackwell	NA	NA	132695.771460667	119961.621752445	119646.336599454	119961.621752445
UK	2014	University of Winchester	Wiley / Blackwell	NA	NA	62454.4241825247	56460.9853658487	56312.593653991	56460.9853658487
UK	2014	University of Wolverhampton	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	University of Worcester	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	Writtle College	Wiley / Blackwell	NA	NA	NA	NA	NA	NA
UK	2014	University of York	Wiley / Blackwell	NA	NA	258243.450881272	233461.118117451	232847.531678157	233461.118117451
UK	2014	York St John University	Wiley / Blackwell	NA	NA	54143.4095653184	48947.5372663826	48818.8925252554	48947.5372663826
UK	2015	University of Aberdeen	De Gruyter	NA	NA	1303.74787006808	1178.63370571699	1175.53600077771	1178.63370571699
UK	2015	Abertay University	De Gruyter	NA	NA	0	0	0	0
UK	2015	Aberystwyth University	De Gruyter	NA	NA	2421.10138070896	2188.76038670922	2183.00784982866	2188.76038670922
UK	2015	Anglia Ruskin University	De Gruyter	NA	NA	NA	NA	NA	NA
UK	2015	University of the Arts London	De Gruyter	NA	NA	26190.5070520662	23677.1350428147	23614.906398059	23677.1350428147
UK	2015	Arts University Bournemouth	De Gruyter	NA	NA	0	0	0	0
UK	2015	Aston University	De Gruyter	NA	NA	3014.84943980428	2725.52941331346	2718.36613104448	2725.52941331346
UK	2015	Bangor University	De Gruyter	NA	NA	6834.79289365598	6178.89199361628	6162.65252570095	6178.89199361628
UK	2015	University of Bath	De Gruyter	NA	NA	2435.75099171791	2202.0041477977	2196.21680344138	2202.0041477977
